Character   Count
=================

the         :1507x
brush,      :   1x
pleases!'   :   1x
YOU,        :   1x
scaly       :   1x
mouse?      :   1x
standing    :   1x
Dinah!      :   1x
waist,'     :   1x
company     :   1x
consider    :   1x
understand. :   1x
Dinah'll    :   1x
commotion   :   1x
Rome--no,   :   1x
onions.'    :   1x
bleeds;     :   1x
`Silence!'  :   1x
allow       :   1x
timidly:    :   1x
Still       :   1x
waistcoat-pocket,:   1x
"Let        :   1x
find?'      :   1x
for?"'      :   1x
shut.       :   1x
kindly      :   1x
one!        :   1x
guinea-pig  :   1x
chimneys    :   1x
teapot.     :   1x
softly      :   1x
heads.      :   1x
box--       :   1x
names,'     :   1x
daisies,    :   1x
flurry      :   1x
pity!"?'    :   1x
cards!'     :   1x
gloves:     :   1x
Queen!'     :   1x
were',      :   1x
feeling!'   :   1x
burning     :   1x
temper,'    :   1x
little!     :   1x
executioner,:   1x
head!       :   1x
spectacles  :   1x
days.       :   1x
right-hand  :   1x
Time!'      :   1x
occasionally;:   1x
bone        :   1x
this,'      :   1x
stairs!     :   1x
said,)      :   1x
do:         :   1x
home;       :   1x
off.'       :   1x
journey,    :   1x
Paris       :   1x
placed      :   1x
knot!'      :   1x
sell        :   1x
true,'      :   1x
too,        :   1x
kissed      :   1x
Pig!'       :   1x
much.       :   1x
Carroll     :   1x
`Fetch      :   1x
choice!'    :   1x
sea!'       :   1x
strength,   :   1x
ancient     :   1x
them--`I    :   1x
triumphantly.:   1x
Bill!'      :   1x
bristling   :   1x
cheered.    :   1x
sugar       :   1x
labelled    :   1x
Pat!        :   1x
snappishly. :   1x
comes,      :   1x
Rabbit's--`Pat!:   1x
tut,        :   1x
Run         :   1x
Pray,       :   1x
figure!'    :   1x
they've     :   1x
talk.       :   1x
fairy-tales,:   1x
though),    :   1x
dreamy      :   1x
HIS         :   1x
odd         :   1x
WILLIAM,'   :   1x
reading,    :   1x
finished,'  :   1x
hall;       :   1x
pitied      :   1x
washing     :   1x
words,'     :   1x
interesting.:   1x
sorrows,    :   1x
tricks      :   1x
closely     :   1x
sign        :   1x
executes    :   1x
dance?"'    :   1x
spoon:      :   1x
furrows;    :   1x
nose.       :   1x
crocodile   :   1x
right?'     :   1x
Puss,'      :   1x
energetic   :   1x
one--but    :   1x
humble      :   1x
fitted!     :   1x
in:         :   1x
song        :   1x
WILLIAM,"'  :   1x
in.         :   1x
draw,       :   1x
fur.        :   1x
please:     :   1x
driest      :   1x
dish?       :   1x
Eaglet.     :   1x
Heads       :   1x
Gryphon;    :   1x
passing     :   1x
nonsense    :   1x
XII         :   1x
gloomily:   :   1x
again!      :   1x
spoke;      :   1x
hide        :   1x
tea--'      :   1x
bat,        :   1x
`Ahem!'     :   1x
sky-rocket!':   1x
fanned      :   1x
whistle     :   1x
invited,'   :   1x
speak.      :   1x
fashion,    :   1x
asking!     :   1x
chimney?--Nay,:   1x
grand,      :   1x
Antipathies,:   1x
about!'     :   1x
helped      :   1x
not?'       :   1x
canvas      :   1x
completely. :   1x
bowed,      :   1x
never-ending:   1x
Caucus-Race :   1x
somehow     :   1x
sorry       :   1x
sink        :   1x
knocked.    :   1x
gravy,      :   1x
thrown      :   1x
welcome     :   1x
passionate  :   1x
jelly-fish  :   1x
shiny?'     :   1x
wood,       :   1x
`Mouse      :   1x
Tortoise    :   1x
this.       :   1x
croqueted   :   1x
ground--and :   1x
fireplace   :   1x
Half-past   :   1x
dainties    :   1x
with?'      :   1x
`Here!'     :   1x
story.      :   1x
Those       :   1x
talk!'      :   1x
large,      :   1x
bat?'       :   1x
only,       :   1x
brown       :   1x
upsetting   :   1x
tumbled     :   1x
dogs.'      :   1x
was!'       :   1x
(In         :   1x
(For,       :   1x
interest    :   1x
wander      :   1x
effect,     :   1x
ladder?--Why,:   1x
cleared     :   1x
remain      :   1x
mineral,    :   1x
arranged;   :   1x
itself.     :   1x
Hatter;     :   1x
drowned     :   1x
proceed.    :   1x
nonsense.'  :   1x
`Ten        :   1x
court!      :   1x
cats!'      :   1x
sobs,       :   1x
rate!       :   1x
pleasant    :   1x
curtain     :   1x
There's     :   1x
swim,       :   1x
wriggling   :   1x
truthful    :   1x
`I--I       :   1x
altogether. :   1x
Duchess?'   :   1x
hoarse,     :   1x
Geography.  :   1x
fan,        :   1x
it?)        :   1x
Arithmetic--:   1x
further.    :   1x
week:       :   1x
advice,     :   1x
terror.     :   1x
alive       :   1x
by--the     :   1x
`Change     :   1x
TWO         :   1x
explanation.:   1x
plan        :   1x
bother      :   1x
Australia?' :   1x
deepest     :   1x
practice    :   1x
alternately :   1x
Alice)--    :   1x
fighting    :   1x
crumbs.'    :   1x
flamingo.   :   1x
pause:      :   1x
not';       :   1x
different,' :   1x
Dormouse's  :   1x
people.     :   1x
appealed    :   1x
swallowing  :   1x
wore        :   1x
glanced     :   1x
mouse-traps,:   1x
patiently.  :   1x
cakes,'     :   1x
NOT,        :   1x
(though     :   1x
noticing    :   1x
verse       :   1x
hopeful     :   1x
wags        :   1x
man.'       :   1x
`Behead     :   1x
happen,     :   1x
Tarts?      :   1x
feet!       :   1x
earnestly.  :   1x
branches    :   1x
`no         :   1x
beating     :   1x
here;       :   1x
(the        :   1x
appear      :   1x
reeds--the  :   1x
porpoise,   :   1x
changed,    :   1x
managed?    :   1x
mind!'      :   1x
mayn't      :   1x
cucumber-frame,:   1x
circle,     :   1x
spoken      :   1x
explanation;:   1x
bed!'       :   1x
things--everything:   1x
trials,     :   1x
all!'       :   1x
`May        :   1x
HERE.'      :   1x
paws.       :   1x
sobbed      :   1x
lips.       :   1x
made.       :   1x
`YOU'D      :   1x
dry,        :   1x
die.        :   1x
settling    :   1x
time?'      :   1x
them:       :   1x
begged      :   1x
Allow       :   1x
him--it     :   1x
frog;       :   1x
length      :   1x
bit.'       :   1x
relieved    :   1x
shining     :   1x
dears?      :   1x
broken.     :   1x
night!      :   1x
to-day!     :   1x
living      :   1x
way:--      :   1x
Sends       :   1x
appear,     :   1x
day.'       :   1x
(when       :   1x
voices--`Hold:   1x
FIT         :   1x
familiarly  :   1x
begin?'     :   1x
drop        :   1x
Only        :   1x
upright     :   1x
dig         :   1x
respectful  :   1x
shoulders,  :   1x
high).      :   1x
Stretching, :   1x
gazing      :   1x
`Please,    :   1x
tea-party   :   1x
M--'        :   1x
farther     :   1x
stupidest   :   1x
moment:     :   1x
hair!       :   1x
`that's     :   1x
pig-baby    :   1x
finishing   :   1x
contradicted:   1x
`Anything   :   1x
did.        :   1x
desperate   :   1x
Take        :   1x
pink        :   1x
hedges,'    :   1x
`Where      :   1x
`--or       :   1x
rude.'      :   1x
Croquet-Ground:   1x
inclined    :   1x
pretending  :   1x
nose;       :   1x
together."' :   1x
height.     :   1x
you.'       :   1x
impossible. :   1x
to-night,   :   1x
dears       :   1x
pieces.     :   1x
WHATEVER?'  :   1x
does.'      :   1x
there,      :   1x
tea.        :   1x
pie--'      :   1x
appearing   :   1x
boxed       :   1x
trouble,    :   1x
`You'd      :   1x
twinkling!  :   1x
Either      :   1x
pigeon      :   1x
enough--I   :   1x
banks,      :   1x
hurry,      :   1x
lark,       :   1x
chimney!'   :   1x
telescopes: :   1x
doze;       :   1x
friend.     :   1x
INSIDE,     :   1x
wearily.    :   1x
Improve     :   1x
singers     :   1x
`on         :   1x
arguments   :   1x
days.'      :   1x
life;       :   1x
getting!'   :   1x
truth:      :   1x
Hatter's    :   1x
master,     :   1x
extras?'    :   1x
subdued     :   1x
failure.    :   1x
yelled      :   1x
doubtfully, :   1x
magic       :   1x
sneezing,   :   1x
`Stand      :   1x
rapidly;    :   1x
present!'   :   1x
persisted.  :   1x
a--I'm      :   1x
hair."      :   1x
Lobster;    :   1x
fluttered   :   1x
dressed,    :   1x
mark;       :   1x
sizes       :   1x
listeners   :   1x
sternly.    :   1x
Mind        :   1x
lobster     :   1x
near.       :   1x
part        :   1x
cackled     :   1x
books,      :   1x
lowing      :   1x
coward!'    :   1x
sun.        :   1x
fairly,'    :   1x
Zealand     :   1x
ourselves,  :   1x
Twinkle,    :   1x
"Up         :   1x
Coils.'     :   1x
picture.)   :   1x
contemptuous:   1x
know--and   :   1x
sing?'      :   1x
grunt,'     :   1x
splendidly  :   1x
sheep-      :   1x
appeared;   :   1x
dull!'      :   1x
sometimes,  :   1x
woman--     :   1x
win,        :   1x
fire-irons  :   1x
jaw,        :   1x
breeze      :   1x
`Sit        :   1x
indeed:     :   1x
murder      :   1x
grant       :   1x
`just       :   1x
directly.   :   1x
`Look       :   1x
way!        :   1x
sighing.    :   1x
stretching  :   1x
bent        :   1x
mouths      :   1x
children;   :   1x
beheaded,   :   1x
see"!'      :   1x
was)        :   1x
toes.'      :   1x
neighbour   :   1x
England     :   1x
one's       :   1x
immense     :   1x
BEG         :   1x
us!"'       :   1x
subject!    :   1x
`ARE        :   1x
with.       :   1x
accident,   :   1x
carry       :   1x
lost        :   1x
seriously,  :   1x
case,'      :   1x
II          :   1x
them--'     :   1x
THERE       :   1x
treated     :   1x
besides     :   1x
lazily      :   1x
tulip-roots :   1x
outside,'   :   1x
seeing      :   1x
the--'      :   1x
later.      :   1x
years,      :   1x
direction,  :   1x
`--as       :   1x
guinea-pig, :   1x
sticks      :   1x
whiting?'   :   1x
shilling    :   1x
pool--she   :   1x
game.'      :   1x
MINE.'      :   1x
Forty-two.  :   1x
did!'       :   1x
see--how    :   1x
MINE,'      :   1x
lessons:    :   1x
within--a   :   1x
know--No    :   1x
more.       :   1x
tail;       :   1x
Lizard's    :   1x
recognised  :   1x
act         :   1x
experiment?':   1x
works!'     :   1x
cautiously: :   1x
now!        :   1x
yesterday,  :   1x
rosetree;   :   1x
fountains,  :   1x
drawing     :   1x
returning,  :   1x
tea-tray    :   1x
RABBIT'     :   1x
blades      :   1x
really?'    :   1x
`--where's  :   1x
way?',      :   1x
nonsense.   :   1x
imagine     :   1x
THINK,'     :   1x
late!'      :   1x
cat.        :   1x
ordered.    :   1x
haste,      :   1x
lessons?'   :   1x
`now        :   1x
Wonderland  :   1x
railway     :   1x
walk!"      :   1x
he'll       :   1x
lodging     :   1x
reasons.    :   1x
WHAT?       :   1x
loud.       :   1x
stupid),    :   1x
fills       :   1x
solid       :   1x
butter,'    :   1x
save        :   1x
day!'       :   1x
station.)   :   1x
CURTSEYING  :   1x
`she's      :   1x
injure      :   1x
Little      :   1x
`Or         :   1x
sea-shore--':   1x
flat,       :   1x
yourself,'  :   1x
sure!       :   1x
IX          :   1x
hands;      :   1x
bag,        :   1x
saucepans,  :   1x
hers--she   :   1x
`until      :   1x
kneel       :   1x
(As         :   1x
matter,'    :   1x
least,      :   1x
jogged      :   1x
politely    :   1x
ending      :   1x
mouse--O    :   1x
`"Miss      :   1x
encouraged  :   1x
overhead;   :   1x
morning?    :   1x
comfortably :   1x
home        :   1x
`there's    :   1x
within      :   1x
back-somersault:   1x
punching    :   1x
passage     :   1x
AT          :   1x
shillings   :   1x
Prizes!'    :   1x
court!'     :   1x
Off--'      :   1x
sensation   :   1x
moon,       :   1x
Northumbria,:   1x
air!        :   1x
different,  :   1x
Him,        :   1x
bound       :   1x
fumbled     :   1x
THEIR       :   1x
pretty      :   1x
is--oh      :   1x
pass        :   1x
branches,   :   1x
speak--and  :   1x
Five        :   1x
extremely--':   1x
then--I     :   1x
spite       :   1x
day!        :   1x
fact.'      :   1x
TWO--"      :   1x
look-out    :   1x
feeble,     :   1x
sharply     :   1x
us,'        :   1x
Stop        :   1x
RIGHT       :   1x
refused     :   1x
`Up,        :   1x
ready?      :   1x
reaching    :   1x
ugly        :   1x
guess,      :   1x
queer-looking:   1x
immediate   :   1x
nervous,    :   1x
dear:       :   1x
`allow      :   1x
flower-pot  :   1x
pie         :   1x
flower-beds :   1x
glass;      :   1x
purring     :   1x
Jack-in-the-box,:   1x
`She'd      :   1x
muscular    :   1x
he's        :   1x
miss        :   1x
beating.    :   1x
washing?'   :   1x
two.        :   1x
`Rule       :   1x
`they'd     :   1x
lock,       :   1x
rose-tree   :   1x
dishes.     :   1x
`--Mystery, :   1x
`this       :   1x
draggled    :   1x
arrow.      :   1x
carrier,'   :   1x
Go          :   1x
grin        :   1x
Story       :   1x
Hare:       :   1x
cart-horse, :   1x
trouble!'   :   1x
story,'     :   1x
hedgehogs;  :   1x
boldly:     :   1x
minding     :   1x
settle      :   1x
hedgehogs,  :   1x
mind.'      :   1x
`Idiot!'    :   1x
imitated    :   1x
things!     :   1x
larger:     :   1x
hint        :   1x
bend,       :   1x
declare,    :   1x
on!"        :   1x
crumbs,'    :   1x
others!'    :   1x
course;     :   1x
slates      :   1x
chains,     :   1x
afterwards, :   1x
